Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Captain of All Pleasures,"In her exhilarating debut novel, Kresley Cole captures the drama, passion, and boundless adventure of the high seas -- as one fiery lass finds herself caught in a tide of torrid romance. Raised as a free spirit aboard her American sea captain father's majestic clipper ship, willful Nicole Lassiter has never encountered an obstacle she couldn't overcome -- until she meets Captain Derek Sutherland. His sizzling kisses leave her longing, but after they share a night of passion, his subsequent disdain makes her blood boil. Nicole vows to take her revenge -- by helping her father beat Sutherland in a high-stakes competition: the Great Circle Race from England to Australia. Nicole's scheme is thrown overboard after her father is wrongly imprisoned, yet she remains undaunted -- taking to the high seas with her father's ship. But a storm wrecks her plans, and she finds herself a virtual prisoner aboard Sutherland's vessel. And while her mind tells her she should escape, her body urges her to surrender...",['Kresley Cole'],http://books.google.com/books/content?id=yKajtXiSX6sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yKajtXiSX6sC&pg=PT137&dq=The+Captain+of+All+Pleasures&hl=&cd=1&source=gbs_api,Simon and Schuster,2007-03-01,https://play.google.com/store/books/details?id=yKajtXiSX6sC&source=gbs_api,['Fiction'],4.0
"The Chocolate Cat Caper (Chocoholic Mysteries, No. 1)","After accepting a job supplying chocolate from her aunt's luxury chocolate business to a party for unpopular defense attorney Clemintine Ripley, Lee McKinney's takes on a new job as detective when someone adds cyanide to a chocolate confection eaten by the hostess. Original.",['JoAnna Carl'],http://books.google.com/books/content?id=gDYIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=gDYIAAAACAAJ&dq=The+Chocolate+Cat+Caper+(Chocoholic+Mysteries,+No.+1)&hl=&cd=1&source=gbs_api",Signet Book,2002,"http://books.google.nl/books?id=gDYIAAAACAAJ&dq=The+Chocolate+Cat+Caper+(Chocoholic+Mysteries,+No.+1)&hl=&source=gbs_api",['Fiction'],9.0
Key of Knowledge (Key Trilogy),"Follows Dana, who has a penchant for books, as she is forced to embark on a dangerous quest to find the Key of Knowledge--or suffer a horrifying fate.",['Nora Roberts'],http://books.google.com/books/content?id=UnkbGVP341cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=UnkbGVP341cC&dq=Key+of+Knowledge+(Key+Trilogy)&hl=&cd=1&source=gbs_api,Penguin,2003,http://books.google.nl/books?id=UnkbGVP341cC&dq=Key+of+Knowledge+(Key+Trilogy)&hl=&source=gbs_api,['Fiction'],22.0
Fearless Golf: Conquering the Mental Game,"As Jack Nicklaus once observed, fear is the golfer’s greatest enemy. It can turn you from a brilliant shot-maker on the practice range into an incompetent hack on the course. Most golfers understand this, but do not have the tools to overcome it. That’s where pioneering sports psychologist Dr Gio Valiante comes in. Having studied the sources of an athlete’s fear and its physiological and neurological impact on performance, he has developed a groundbreaking programme for conquering it. Emphasising the need to replace a fixation-on-results with a commitment to mastery of one’s body and one's mind, Valiante’s approach will help golfers reach their true potential. Through concrete confidence and mastery drills, he presents specific ways to break free of fear’s grasp and perform at your best – even under the most extreme pressure. Fearless Golf is the ultimate guide to the mental game.",['Dr. Gio Valiante'],http://books.google.com/books/content?id=6QYMAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=6QYMAAAAQBAJ&printsec=frontcover&dq=Fearless+Golf:+Conquering+the+Mental+Game&hl=&cd=1&source=gbs_api,Random House,2013-07-11,https://play.google.com/store/books/details?id=6QYMAAAAQBAJ&source=gbs_api,['Sports & Recreation'],1.0
Key of Valor (Key Trilogy),"A woman’s quest for courage opens her heart to love in the third Key Trilogy novel from #1 New York Times bestselling author Nora Roberts. Growing up, Zoe McCourt did not have an easy life—some might call it “disadvantaged.” A hairstylist from a West Virginia trailer park, she ended up in beautiful Pleasant Valley, Pennsylvania, by sheer determination. How she ended up on a quest for a key to unlock the soul of a warrior demigoddess is another story… Invited to an imposing estate overlooking the town, she met Malory Price and Dana Steele. Each woman was at a crossroads in her life, each facing an uncertain future. And a mysterious couple offered them the chance of a lifetime: a million dollars each if they could free the trapped souls of three mythological sisters—an artist, a bard, and a warrior. Malory and Dana had to reach deep inside themselves to find their keys—and not without paying a price. Now, it has become Zoe’s quest. As a single mother, she has more to risk, more to lose. But her courage in the face of overwhelming odds cannot be underestimated. A nurturer to her son, a defender of her friends, she must confront dark forces amassed against her to make all of their dreams come true… Don’t miss the other books in the Key Trilogy Key of Light Key of Knowledge",['Nora Roberts'],http://books.google.com/books/content?id=s2kTaPe9xOEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=s2kTaPe9xOEC&printsec=frontcover&dq=Key+of+Valor+(Key+Trilogy)&hl=&cd=1&source=gbs_api,Penguin,2003-12-30,https://play.google.com/store/books/details?id=s2kTaPe9xOEC&source=gbs_api,['Fiction'],13.0
A People's History of the United States: 1492 to Present,"This is a new edition of the radical social history of America from Columbus to the present. This powerful and controversial study turns orthodox American history upside down to portray the social turmoil behind the ""march of progress"". Known for its lively, clear prose as well as its scholarly research, A People's History is the only volume to tell America's story from the point of view of - and in the words of - America's women, factory workers, African-Americans, Native Americans, the working poor, and immigrant laborers. As historian Howard Zinn shows, many of America's greatest battles - the fights for fair wage, an eight-hour workday, child-labor laws, health and safety standards, universal suffrage, women's rights, racial equality - were carried out at the grassroots level, against bloody resistance. Covering Christopher Columbus's arrival through the Clinton years A People's History of the United States, which was nominated for the American Book Award in 1981, is an insightful analysis of the most important events in US history.",['Howard Zinn'],http://books.google.com/books/content?id=iMJcCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=iMJcCgAAQBAJ&printsec=frontcover&dq=A+People%27s+History+of+the+United+States:+1492+to+Present&hl=&cd=1&source=gbs_api,Routledge,2015-08-12,http://books.google.nl/books?id=iMJcCgAAQBAJ&dq=A+People%27s+History+of+the+United+States:+1492+to+Present&hl=&source=gbs_api,['History'],3958.0
The Adventures of Super Diaper Baby,"Irrepressible friends George and Harold create a new comic book superhero, Super Diaper Baby.","['Dav Pilkey', 'George Beard', 'Harold Hutchins']",http://books.google.com/books/content?id=I7s4ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=I7s4ngEACAAJ&dq=The+Adventures+of+Super+Diaper+Baby&hl=&cd=1&source=gbs_api,Scholastic Incorporated,2014,http://books.google.nl/books?id=I7s4ngEACAAJ&dq=The+Adventures+of+Super+Diaper+Baby&hl=&source=gbs_api,['Juvenile Fiction'],26.0
"Into the Storm (Troubleshooters, Book 10)","Navy SEAL Team Sixteen and the security experts from Troubleshooters Inc. have arranged a winter training exercise in the mountains of New Hampshire. While romance blooms between Petty Officer Mark Jenkins and former LAPD detective Lindsey Fontaine, Troub",['Suzanne Brockmann'],http://books.google.com/books/content?id=jNhlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=jNhlAAAAMAAJ&q=Into+the+Storm+(Troubleshooters,+Book+10)&dq=Into+the+Storm+(Troubleshooters,+Book+10)&hl=&cd=1&source=gbs_api","Random House Digital, Inc.",2006,"http://books.google.nl/books?id=jNhlAAAAMAAJ&dq=Into+the+Storm+(Troubleshooters,+Book+10)&hl=&source=gbs_api",['Fiction'],14.0
The Center of Everything : A Novel,"Set against the wild beauty of Montana as a woman attempts to heal from a devastating accident, this generational saga from the award-winning author of The Widow Nash is a heartfelt examination of how the deep bonds of family echo throughout our lives. For Polly, the small town of Livingston, Montana, is a land charmed by raw, natural beauty and a close network of family that extends back generations. But the summer of 2002 finds Polly at a crossroads: a recent head injury has scattered her perception of the present, bringing to the surface long-forgotten events. As Polly's many relatives arrive for a family reunion during the Fourth of July holiday, a beloved friend goes missing on the Yellowstone River. Search parties comb the river as carefully as Polly combs her mind, and over the course of one fateful week, Polly arrives at a deeper understanding of herself and her larger-than-life relatives. Weaving together the past and the present, from the shores of Long Island Sound to the landscape of Montana, The Center of Everything examines with profound insight the memories and touchstones that make up a life and what we must endure along the way.",['Jamie Harrison'],http://books.google.com/books/content?id=LaUQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=LaUQEAAAQBAJ&printsec=frontcover&dq=The+Center+of+Everything+:+A+Novel&hl=&cd=1&source=gbs_api,Catapult,2021-01-12,https://play.google.com/store/books/details?id=LaUQEAAAQBAJ&source=gbs_api,['Fiction'],1.0
Project Arcade: Build Your Own Arcade Machine (ExtremeTech),"You can go back, and here's howRemember the days--and quarters--you spent pursuing aliens, fleeing ghosts, and gobbling dots in that beloved arcade? They're hiding in these pages, along with diagrams, directions, plans, and materials lists that will enable you to build your very own arcade game. Construct joysticks, buttons, and trackballs; build the console and cabinet; install and configure the software; crank up the speakers; and wham! Step across the time-space continuum and enjoy all those classic games, plus dozens of new ones, whenever you like. Start Here 1. Plan for your space and budget 2. Design and build the cabinet 3. Construct the controllers 4. Build the console 5. Pick an old game's brain 6. Install the emulator 7. Convince a PC it's a game 8. Connect a monitor and speakers 9. Add a marquee 10. GO PLAY! Includes diagrams, detailed instructions, essential software, and more CD-ROM Includes * Complete cabinet plans and diagrams * MAME32 software * Paint Shop Pro? evaluation version * Links to hundreds of arcade cabinet projects",['John St. Clair'],http://books.google.com/books/content?id=VN71wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=VN71wAEACAAJ&dq=Project+Arcade:+Build+Your+Own+Arcade+Machine+(ExtremeTech)&hl=&cd=1&source=gbs_api,Wiley,2004-05-07,http://books.google.nl/books?id=VN71wAEACAAJ&dq=Project+Arcade:+Build+Your+Own+Arcade+Machine+(ExtremeTech)&hl=&source=gbs_api,['Games & Activities'],2.0
Cooking the RealAge Way: Turn back your biological clock with more than 80 delicious and easy recipes,"Looking for meals that are delicious, healthy, and easy to make? How does Shiitake Mushroom and Asparagus Frittata with Smoked Salmon sound? Or a Roasted Red Pepper and Kalamata Olive Sicilian Salad? Or Pistachio Pilaf with Butternut Squash and Gingered Cranberry Sauce? They sound very tasty, but would you believe they can also actually help you control your genes, making your RealAge younger? You don't have to be at the mercy of heredity. It's true: These recipes and many more have been developed and tested by Dr. Michael F. Roizen, author of the bestselling RealAge, Are You as Young as You Can Be?, and Dr. John La Puma, who is also a professionally trained chef. With his RealAge program, Dr. Roizen has already helped tens of thousands of people turn back the clock. Now he and Dr. La Puma are cooking things up in the kitchen in Cooking the RealAge Way. Cooking the RealAge Way offers more than eighty easy, healthful, and scrumptious recipes, all of which prove that nutritious meals don't have to be time consuming, filled with hard-to-find ingredients, ortaste like they're good for you. These recipes explode in flavor and are low in aging fats and sugar and high in Omega-3 oils, flavonoids, and antioxidants. Each recipe provides a detailed description of that meal's age-reducing benefits, and every meal of the day is covered -- from breakfast's melt-in-your-mouth Golden Banana Pancakes with Fresh Raspberries to the after-dinner pièce de resistance Chocolate Strawberry Sundae. The meals are so appetizing, you'll forget that they are good for you and make them again and again. Cooking the RealAge Way also features: The Kitchen IQ test -- use it to find out if your kitchen is aging you and how to stock your kitchen to make yourself younger with what you eat The benefits of using fresh produce in season The advantages of using the best herbs and spices -- and how to grow them in your garden Tips on improving your family's eating habits Easy culinary techniques, from blanching to grilling Finally, a cookbook that both your nutritionist and inner gourmand will love.","['Michael F. Roizen', 'M.D. La Puma, John']",http://books.google.com/books/content?id=zWuOM9sTZ9EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=zWuOM9sTZ9EC&dq=Cooking+the+RealAge+Way:+Turn+back+your+biological+clock+with+more+than+80+delicious+and+easy+recipes&hl=&cd=1&source=gbs_api,Harper Collins,2003-06-03,http://books.google.nl/books?id=zWuOM9sTZ9EC&dq=Cooking+the+RealAge+Way:+Turn+back+your+biological+clock+with+more+than+80+delicious+and+easy+recipes&hl=&source=gbs_api,['Cooking'],1.0
Basic Writings of Nietzsche (Modern Library Classics),"Introduction by Peter Gay Translated and edited by Walter Kaufmann Commentary by Martin Heidegger, Albert Camus, and Gilles Deleuze One hundred years after his death, Friedrich Nietzsche remains the most influential philosopher of the modern era. Basic Writings of Nietzsche gathers the complete texts of five of Nietzsche’s most important works, from his first book to his last: The Birth of Tragedy, Beyond Good and Evil, On the Genealogy of Morals, The Case of Wagner, and Ecce Homo. Edited and translated by the great Nietzsche scholar Walter Kaufmann, this volume also features seventy-five aphorisms, selections from Nietzsche’s correspondence, and variants from drafts for Ecce Homo. It is a definitive guide to the full range of Nietzsche’s thought. Includes a Modern Library Reading Group Guide",['Friedrich Nietzsche'],http://books.google.com/books/content?id=_qKBBbc3bWkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=_qKBBbc3bWkC&printsec=frontcover&dq=Basic+Writings+of+Nietzsche+(Modern+Library+Classics)&hl=&cd=1&source=gbs_api,Modern Library,2009-08-05,https://play.google.com/store/books/details?id=_qKBBbc3bWkC&source=gbs_api,['Philosophy'],2.0
"Hardball: How Politics Is Played, Told by One Who Knows the Game","How politics is played by one who knows the game... Chris Matthews has spent a quarter century on the playing field of American politics—from right-hand man of Speaker of the House Tip O'Neill to host of NBC's highest rated cable talk show Hardball. In this revised and updated edition of his political classic, he offers fascinating new stories of raw ambition, brutal rivalry, and exquisite seduction and reveals the inside rules that govern the game of power.",['Chris Matthews'],http://books.google.com/books/content?id=Klm4oM20MpMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Klm4oM20MpMC&printsec=frontcover&dq=Hardball:+How+Politics+Is+Played,+Told+by+One+Who+Knows+the+Game&hl=&cd=1&source=gbs_api",Simon and Schuster,1999-11-02,https://play.google.com/store/books/details?id=Klm4oM20MpMC&source=gbs_api,['Political Science'],6.0
Master of Desire,"With the success of Kinley MacGregor's latest New York Times Expanded and USA Today bestseller A Dark Champion, we are in the perfect position to republish her backlist gem Master of Desire. A Dream of Desire Awakened . . . Beautiful Lady Emily dreams of the rapture of love and the joys of marriage. The youngest daughter of an English lord at war, she is shaken by the arrival of a mysterious stranger to her father's castle. Could this breathtaking man be Emily's yearned-for lover? Indeed, Draven de Montague, Earl of Ravenswood, has come for Emily . . . but romance has nothing to do with it. In the Tender Embrace of an Enemy . . . Draven would never have entered the home of his most hated adversary had not the King himself ordered him to take in his foe's daughter for a year to forge bonds of peace between their two feuding houses. Worse still, here is a lass whose exquisite loveliness could tempt Draven to betray his sworn vow never to let anther close to his heart. Emily knows the searing heat of her passion could burn down the defenses of this proud warrior. But will the surrender of the sweet nectar of his lips and his bold, sensuous caress ignite a blaze so hot it consumes them both?",['Kinley MacGregor'],http://books.google.com/books/content?id=ybeklwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ybeklwEACAAJ&dq=Master+of+Desire&hl=&cd=1&source=gbs_api,Avon,2001-02-06,http://books.google.nl/books?id=ybeklwEACAAJ&dq=Master+of+Desire&hl=&source=gbs_api,['Fiction'],3.0
Dirt Music: Library Edition,"Winner of The Miles Franklin Literary Award, The Christina Stead Award, WA Premier’s Book of the Year, Book Data/ABA Book of the Year Award, Goodreading Award-Readers Choice Book of the Year Set in the dramatic landscape of Western Australia, Dirt Music tells the story of Luther Fox, a broken man who makes his living as an illegal fisherman—a shamateur. Before everyone in his family was killed in a freak rollover, Fox grew melons and counted stars and loved playing his guitar. Now, his life has become a “project of forgetting.” Not until he meets Georgie Jutland, the wife of White Point’s most prosperous fisherman, does Fox begin to dream again and hear the dirt music—“anything you can play on a verandah or porch,” he tells Georgie, “without electricity.” Like the beat of a barren heart, nature is never silent. Ambitious and perfectly calibrated, Dirt Music resonates with suspense, emotion, and timeless truths.",['Tim Winton'],http://books.google.com/books/content?id=PvwDFlJUYHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=PvwDFlJUYHcC&pg=PA4&dq=Dirt+Music:+Library+Edition&hl=&cd=1&source=gbs_api,Simon and Schuster,2002-11-25,https://play.google.com/store/books/details?id=PvwDFlJUYHcC&source=gbs_api,['Fiction'],29.0
"South of the Border, West of the Sun: A Novel","A moving, thoughtful story of long-lost love and second chances. Growing up in the suburbs in post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto, also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away, the two lost touch. Now Hajime is in his thirties. After a decade of drifting, he has found happiness with his loving wife and two daughters, and success running a jazz bar. Then Shimamoto reappears. She is beautiful, intense, enveloped in mystery. Hajime is catapulted into the past, putting at risk all he has in the present. 'Casablanca remade Japanese style...It is dream-like writing, laden with scenes which have the radiance of a poem' The Times",['Haruki Murakami'],http://books.google.com/books/content?id=K7zLkP0zp3sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=K7zLkP0zp3sC&printsec=frontcover&dq=South+of+the+Border,+West+of+the+Sun:+A+Novel&hl=&cd=1&source=gbs_api",Random House,2011-10-10,https://play.google.com/store/books/details?id=K7zLkP0zp3sC&source=gbs_api,['Fiction'],32.0
"Understanding Women: The Definitive Guide to Meeting, Dating and Dumping, if Necessary","Romy Miller is a woman. She understands women. Now, she can help you do the same. Understanding Women: The Definitive Guide to Meeting, Dating and Dumping, if Necessary will turn you into a dating machine and help you go from loser to lover in no time flat. Taking a straightforward approach, this book leaves no excuses for you to not only succeed with women but to understand them as well. This new edition shows how to gain the knowledge and confidence you need to get out there and get the happiness and relationship you deserve. Isn't it time to step up to the plate and take a swing? Isn't it time to start looking at dating from a different perspective? Don't you want to look forward to dating? Now, you can!",['Romy Miller'],http://books.google.com/books/content?id=F7dv5WH3YywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=F7dv5WH3YywC&printsec=frontcover&dq=Understanding+Women:+The+Definitive+Guide+to+Meeting,+Dating+and+Dumping,+if+Necessary&hl=&cd=1&source=gbs_api",Book Factory,2017-11-24,https://play.google.com/store/books/details?id=F7dv5WH3YywC&source=gbs_api,['Family & Relationships'],3.0
"The Worldly Philosophers: The Lives, Times And Ideas Of The Great Economic Thinkers, Seventh Edition","The bestselling classic that examines the history of economic thought from Adam Smith to Karl Marx—“all the economic lore most general readers conceivably could want to know, served up with a flourish” (The New York Times). The Worldly Philosophers not only enables us to see more deeply into our history but helps us better understand our own times. In this seventh edition, Robert L. Heilbroner provides a new theme that connects thinkers as diverse as Adam Smith and Karl Marx. The theme is the common focus of their highly varied ideas—namely, the search to understand how a capitalist society works. It is a focus never more needed than in this age of confusing economic headlines. In a bold new concluding chapter entitled “The End of the Worldly Philosophy?” Heilbroner reminds us that the word “end” refers to both the purpose and limits of economics. This chapter conveys a concern that today’s increasingly “scientific” economics may overlook fundamental social and political issues that are central to economics. Thus, unlike its predecessors, this new edition provides not just an indispensable illumination of our past but a call to action for our future.",['Robert L. Heilbroner'],http://books.google.com/books/content?id=vIxtW9cw-DQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=vIxtW9cw-DQC&printsec=frontcover&dq=The+Worldly+Philosophers:+The+Lives,+Times+And+Ideas+Of+The+Great+Economic+Thinkers,+Seventh+Edition&hl=&cd=1&source=gbs_api",Simon and Schuster,2011-01-11,"http://books.google.nl/books?id=vIxtW9cw-DQC&dq=The+Worldly+Philosophers:+The+Lives,+Times+And+Ideas+Of+The+Great+Economic+Thinkers,+Seventh+Edition&hl=&source=gbs_api",['Business & Economics'],8.0
Dubliners (Dover Large Print Classics),"Presents James Joyce's vignettes of everyday life in Dublin, Ireland at the turn of the century; and includes an introduction, a chronology, explanatory notes, and other reference tools.",['James Joyce'],http://books.google.com/books/content?id=9oPUwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9oPUwAEACAAJ&dq=Dubliners+(Dover+Large+Print+Classics)&hl=&cd=1&source=gbs_api,Dover Publications,2001,http://books.google.nl/books?id=9oPUwAEACAAJ&dq=Dubliners+(Dover+Large+Print+Classics)&hl=&source=gbs_api,['Fiction'],86.0
"The Truth about Hillary (Clinton): What She Knew, When She Knew It, and How Far She'll Go to Become President","Hillary Rodham Clinton is the most polarizing figure in American politics. Love her or hate her, everyone has a strong opinion about the former first lady turned senator who is almost certainly going to run for president in 2008. Despite more than a dozen years in the national spotlight and more than a dozen unauthorized books about her, she has managed to keep many secrets from the public especially about her turbulent marriage and its impact on her career. There have been plenty of rumors about what Hillary and Bill Clinton did behind closed doors, but never a definitive book that exposes the truth. Bestselling author Edward Klein draws on rare access to inside sources to reveal what Hillary knew and when she knew it during her years as first lady, especially during her husband’s impeachment. Klein’s book, embargoed until publication, will break news about the choices and calculations she has made over the years. It will also prove that she lied to America in her bestselling autobiography Living History. When she was just a little girl, Hillary Rodham dreamed of becoming the first female president, and her lifelong dream is almost within reach. But just as the swift boat veterans convinced millions of voters that John Kerry lacked the character to be president, Klein’s book will influence everyone who is sizing up the character of Hillary Clinton.",['Edward Klein'],http://books.google.com/books/content?id=wTluOHsLZZAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=wTluOHsLZZAC&printsec=frontcover&dq=The+Truth+about+Hillary+(Clinton):+What+She+Knew,+When+She+Knew+It,+and+How+Far+She%27ll+Go+to+Become+President&hl=&cd=1&source=gbs_api",Penguin,2005-06-21,https://play.google.com/store/books/details?id=wTluOHsLZZAC&source=gbs_api,['Political Science'],1.0
Li'l Mama's Rules: A Novel,"Madison, a teacher at an exclusive all-Black private school, has only one rule in dating men--trust no one--but when she eventually does give away her heart, tragedy is the result",['Sheneska Jackson'],http://books.google.com/books/content?id=b9T5UImXh7YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=b9T5UImXh7YC&printsec=frontcover&dq=Li%27l+Mama%27s+Rules:+A+Novel&hl=&cd=1&source=gbs_api,Simon and Schuster,1998-05-06,http://books.google.nl/books?id=b9T5UImXh7YC&dq=Li%27l+Mama%27s+Rules:+A+Novel&hl=&source=gbs_api,['Fiction'],3.0
Zen Shorts (Caldecott Honor Book),"Stillwater, the beloved Zen panda, now in his own Apple TV+ original series! This Caldecott Honor Book presents wondrous Zen tales to light up your life.... When a giant panda named Stillwater moves into Michael, Addy, and Karl's neighborhood, he tells them the most amazing stories! To Addy, he tells a tale of a poor man who gives gifts to a robber. To Michael, he tells of a farmer who learns not to judge luck. And to Karl, he tells the tale of a monk who continues to carry the weight of a burden long past.With vibrant watercolors and elegant ink drawings, Jon J Muth--and Stillwater the bear--imaginatively present three classic Zen stories that abound with enlightenment and love.",['Jon J Muth'],http://books.google.com/books/content?id=HWcpBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=HWcpBgAAQBAJ&printsec=frontcover&dq=Zen+Shorts+(Caldecott+Honor+Book)&hl=&cd=1&source=gbs_api,Scholastic Inc.,2015-07-28,https://play.google.com/store/books/details?id=HWcpBgAAQBAJ&source=gbs_api,['Juvenile Fiction'],81.0
Amanda's Wedding,"From New York Times bestselling author Jenny Colgan comes the debut novel that made her the sensation she is today—a hilarious, unforgettable story of one woman’s mad dash to put a stop to the wedding of her old school friend who’s the complete opposite of the sweet Scottish lord she’s marrying. Amanda’s old school friends, Mel and Fran, are shocked when the social-climbing queen of mean announces her engagement to a laird (Scottish lord). It doesn’t matter that Fraser McConnald has worn the same pair of Converse sneakers for the last three years and that his castle is a pile of rubble with one gas heater—she’ll be the wife of an actual laird! But Mel and Fran can’t just sit back and let the sweet and gentle Fraser marry Amanda, especially since Mel had a huge crush on him back in University. Something must be done! Joining forces with Fraser’s adorable younger brother Angus, they set out to sabotage this mismatch of the century. So between fighting off the attentions of a love-crazed accountant, keeping Fran’s deadly maneuvers’ with the opposite sex under control and trying to win her own war of love with her aspiring rock-star beau, Mel finds herself preparing for a wedding that’s everything you’d wish on your worst enemy.",['Jenny Colgan'],http://books.google.com/books/content?id=y2lEDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=y2lEDQAAQBAJ&printsec=frontcover&dq=Amanda%27s+Wedding&hl=&cd=1&source=gbs_api,HarperCollins,2019-01-08,https://play.google.com/store/books/details?id=y2lEDQAAQBAJ&source=gbs_api,['Fiction'],8.0
"1,000 Indian Recipes","Delve into the fascinating flavors and variety of Indian cuisine with this unrivaled recipe collection You'll discover delicious choices for dishes that make Indian food unforgettable: crispy fritters; tangy pickles; chaat snacks and salads; refreshing yogurt raitas; richly flavored curries; comforting legume (dal) dishes; creative vegetable and meat main courses and side dishes; decadent desserts; and exotic drinks. To guide your cooking, Neelam Batra provides time-and labor-saving methods, ingredient substitutions, and menu suggestions, and addresses modern health concerns without sacrificing flavor. This is a book Indian food lovers—and health-conscious eaters and vegetarians, too—can turn to for everyday meals and special occasions for years to come!",['Neelam Batra'],http://books.google.com/books/content?id=vQIxAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=vQIxAAAACAAJ&dq=1,000+Indian+Recipes&hl=&cd=1&source=gbs_api",Wiley,2002-10-10,"http://books.google.nl/books?id=vQIxAAAACAAJ&dq=1,000+Indian+Recipes&hl=&source=gbs_api",['Cooking'],2.0
Left to Tell: Discovering God Amidst The Rwandan Holocaust,"Immaculee Ilibagiza grew up in a country she loved, surrounded by a family she cherished. But in 1994 her idyllic world was ripped apart as Rwanda descended into a bloody genocide. Immaculee’s family was brutally murdered during a killing spree that lasted three months and claimed the lives of nearly a million Rwandans. Incredibly, Immaculee survived the slaughter. For 91 days, she and seven other women huddled silently together in the cramped bathroom of a local pastor while hundreds of machete-wielding killers hunted for them. It was during those endless hours of unspeakable terror that Immaculee discovered the power of prayer, eventually shedding her fear of death and forging a profound and lasting relationship with God. She emerged from her bathroom hideout having discovered the meaning of truly unconditional love—a love so strong she was able seek out and forgive her family’s killers. The triumphant story of this remarkable young woman’s journey through the darkness of genocide will inspire anyone whose life has been touched by fear, suffering, and loss.",['Immaculee Ilibagiza'],http://books.google.com/books/content?id=Z1_6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Z1_6DwAAQBAJ&printsec=frontcover&dq=Left+to+Tell:+Discovering+God+Amidst+The+Rwandan+Holocaust&hl=&cd=1&source=gbs_api,"Hay House, Inc",2014-04-07,http://books.google.nl/books?id=Z1_6DwAAQBAJ&dq=Left+to+Tell:+Discovering+God+Amidst+The+Rwandan+Holocaust&hl=&source=gbs_api,['Biography & Autobiography'],86.0
